Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
519933,"The Lives of Christopher Chant (Chrestomanci, #2)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""0688163653""","=""9780688163655""",0,4.25,Greenwillow Books,Mass Market Paperback,240,1998,1988,2025/06/17,2025/06/16,,,read,,,,1,0
175113,The Return of the Prodigal Son: A Story of Homecoming,Henri J.M. Nouwen,"Nouwen, Henri J.M.",,"=""023252078X""","=""9780232520781""",0,4.38,"Darton, Longman and Todd",Paperback,160,1994,1991,,2025/06/02,to-read,to-read (#428),to-read,,,,0,0
129678,Red Earth and Pouring Rain,Vikram Chandra,"Chandra, Vikram",,"=""0316132934""","=""9780316132930""",0,3.79,Back Bay Books,Paperback,542,1995,1995,,2025/05/19,to-read,to-read (#427),to-read,,,,0,0
524978,Circadian,Joanna Klink,"Klink, Joanna",,"=""0143038842""","=""9780143038849""",0,4.15,Penguin Books,Paperback,67,2007,2007,,2025/05/19,to-read,to-read (#426),to-read,,,,0,0
822115,The Complete Poems of Anna Akhmatova,Anna Akhmatova,"Akhmatova, Anna","Judith Hemschemeyer, Roberta Reeder","=""0939010275""","=""9780939010271""",0,4.42,Zephyr Press,Paperback,948,2000,1965,,2025/05/19,to-read,to-read (#425),to-read,,,,0,0
595219,Collected Poems,Czesław Miłosz,"Miłosz, Czesław",,"=""0880011742""","=""9780880011747""",0,4.40,Ecco,Paperback,528,1990,1988,,2025/05/19,to-read,to-read (#424),to-read,,,,0,0
13095855,Rebel Cities: From the Right to the City to the Urban Revolution,David Harvey,"Harvey, David",,"=""1844678822""","=""9781844678822""",0,3.92,Verso,Hardcover,206,2012,2012,,2025/05/19,to-read,to-read (#423),to-read,,,,0,0
31242,Bleak House,Charles Dickens,"Dickens, Charles","Nicola Bradbury, Hablot Knight Browne","=""0143037617""","=""9780143037613""",0,4.02,Penguin Books,Paperback,1017,2006,1853,,2025/05/19,to-read,to-read (#422),to-read,,,,0,0
30528,Observations on the Feeling of the Beautiful and Sublime,Immanuel Kant,"Kant, Immanuel",John T. Goldthwait,"=""0520240782""","=""9780520240780""",0,3.56,University of California Press,Paperback,124,2004,1764,,2025/05/19,to-read,to-read (#421),to-read,,,,0,0
205134,Sonnets to Orpheus,Rainer Maria Rilke,"Rilke, Rainer Maria",M.D. Herter Norton,"=""0393328856""","=""9780393328851""",0,4.24,W. W. Norton,Paperback,162,2006,1923,,2025/05/19,to-read,to-read (#420),to-read,,,,0,0
184913,Petersburg,Andrei Bely,"Bely, Andrei","Robert A. Maguire, John E. Malmstad, Olga Matich","=""0253202191""","=""9780253202192""",0,3.98,Indiana University Press,Paperback,384,1979,1913,,2025/05/19,to-read,to-read (#419),to-read,,,,0,0
62984592,"Mortal Follies (The Mortal Follies, #1)",Alexis  Hall,"Hall, Alexis",,"=""0593497562""","=""9780593497562""",0,3.40,Del Rey,Paperback,416,2023,2023,,2025/03/31,to-read,to-read (#418),to-read,,,,0,0
29629534,The Deadly Dowager,Edwin Greenwood,"Greenwood, Edwin",Mark Valentine,"=""""","=""""",0,3.70,Valancourt Books,Kindle Edition,244,2016,1934,,2025/03/30,to-read,to-read (#417),to-read,,,,0,0
6101138,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,"=""""","=""""",0,3.91,HarperCollins Publishers Ltd,Paperback,653,2010,2009,,2025/03/28,to-read,to-read (#416),to-read,,,,0,0
36436100,Notes on ‘Camp’,Susan Sontag,"Sontag, Susan",,"=""0241339707""","=""9780241339701""",0,3.97,Penguin Classics,Paperback,57,2018,1964,,2025/03/08,theory,theory (#1),read,,,,1,0
50683,Uses of the Erotic: The Erotic as Power,Audre Lorde,"Lorde, Audre",,"=""1888553103""","=""9781888553109""",0,4.65,Kore Press,Paperback,16,2000,1978,,2025/03/08,theory,theory (#2),read,,,,1,0
28028,Bengal Nights,Mircea Eliade,"Eliade, Mircea",Catherine Spencer,"=""0226204197""","=""9780226204192""",0,3.78,University of Chicago Press,Paperback,184,1995,1933,,2025/03/08,to-read,to-read (#415),to-read,,,,0,0
556331,La Vita Nuova,Dante Alighieri,"Alighieri, Dante",Barbara Reynolds,"=""0140442162""","=""9780140442168""",0,3.88,Penguin Classics,Paperback,128,1969,1294,,2025/03/08,to-read,to-read (#414),to-read,,,,0,0
26463375,"Genesis, KJV (Bible)",Anonymous,"Anonymous, Anonymous",,"=""150314853X""","=""9781503148536""",3,4.39,CreateSpace Independent Publishing Platform,Paperback,120,2014,-800,2025/01/01,2025/03/04,biblical,biblical (#2),read,"<i>And Israel said, It is enough; Joseph my son is yet alive: I will go and see him before I die.</i>",,,1,0
49081202,ESV Illuminated Scripture Journal: Ruth,Anonymous,"Anonymous, Anonymous",,"=""1433569264""","=""9781433569265""",4,4.69,Crossway,Paperback,20,2019,-500,2025/02/26,2025/02/28,biblical,biblical (#1),read,,,,1,0
640114,The Convent of Pleasure: A Comedy,Margaret Cavendish,"Cavendish, Margaret",,"=""0952553600""","=""9780952553601""",0,3.59,Seventeenth Century Press,Paperback,41,1995,1995,,2025/03/04,to-read,to-read (#413),to-read,,,,0,0
25489134,"The Bear and the Nightingale (The Winternight Trilogy, #1)",Katherine Arden,"Arden, Katherine",,"=""1101885939""","=""9781101885932""",0,4.09,Del Rey,Hardcover,319,2017,2017,,2025/03/04,to-read,to-read (#412),to-read,,,,0,0
18080307,The Akbarnama,Abu al-Fazal ibn Mubarak,"Mubarak, Abu al-Fazal ibn",Henry Beveridge,"=""""","=""""",0,4.00,The Asiatic Society,Hardcover,,2010,1596,,2025/03/02,to-read,to-read (#411),to-read,,,,0,0
68386882,Jak być lepszym człowiekiem. Proste odpowiedzi na trudne moralnie pytania,Michael Schur,"Schur, Michael",,"=""8382159540""","=""9788382159547""",0,4.14,Wydawnictwo Albartos,Paperback,384,2022,2022,2025/02/25,2025/02/25,assigned-reading,assigned-reading (#27),read,dirty liberal<br/><br/><br/><br/>dnf at 70%,,,1,0
244572,"Charmed Life (Chrestomanci, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""000710653X""","=""9780007106530""",4,3.97,HarperCollins Children's Books,Paperback,252,2000,1977,2025/02/21,2025/02/21,"recommended-to-me, atmospheric","recommended-to-me (#23), atmospheric (#28)",read,"this was soooo sweet sooo whimsical everything i needed to sustain me through my seasonal depression. <spoiler> but the ending broke my heart--poor Cat, orphaned, only loyal to his older sister but she wanna sacrifice all his 3 remaining lives, the adults not looking out for him, not even a kind word. i also found gwendolen to be evil beyond what i thought was possible for a child!!!! there's no reason NO REASON for her to be so evil so young, she didn't even have a villian arc fr and she treating her baby brother like  a pawn and he HAS NOOO IDEAAA. meanwhile, all the adults knew and didn't do anything!! I'm so angry and heartbroken for cat :( </spoiler> for that reason, my rating went down to 4 stars. the ending could have been more affirming of cat's hardships...DWJ needs to work on her endings.",,,1,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Афанасьевич Булгаков","=""0679760806""","=""9780679760801""",5,4.28,Vintage International,Paperback,372,1996,1967,2020/07/18,2020/01/10,"atmospheric, classics, animated-adaptation-please, funny-and-ish, random, recommend, uhhh, weird, wow, the-russians, political-satire, manuscripts-dont-burn, historical, many-characters, reread-later, trippy, favorites, ebook, favs","atmospheric (#2), classics (#17), animated-adaptation-please (#2), funny-and-ish (#10), random (#8), recommend (#25), uhhh (#2), weird (#5), wow (#41), the-russians (#1), political-satire (#1), manuscripts-dont-burn (#1), historical (#12), many-characters (#2), reread-later (#5), trippy (#1), favorites (#13), ebook (#2), favs (#19)",read,,,,1,0
41150382,Things You Save in a Fire,Katherine Center,"Center, Katherine",,"=""1250047323""","=""9781250047328""",0,4.01,St. Martin's Press,Hardcover,320,2019,2019,,2025/01/04,to-read,to-read (#410),to-read,,,,0,0
137129,Descending Figure (American Poetry Series),Louise Glück,"Glück, Louise",,"=""0912946725""","=""9780912946726""",0,3.86,Ecco Pr,Paperback,48,1981,1980,,2025/01/04,to-read,to-read (#409),to-read,,,,0,0
448873,"The Thief (The Queen's Thief, #1)",Megan Whalen Turner,"Turner, Megan Whalen",,"=""0060824972""","=""9780060824976""",3,3.85,Greenwillow Books,Paperback,280,2005,1996,2025/01/02,2021/04/12,"recommended-to-me, childrens-literature","recommended-to-me (#8), childrens-literature (#12)",read,"cute n cozy at times and those were my favorite bits. little mystified at what turner is aiming for. the difference in tone in the first half and second half gave me whiplash and i very much prefer the former. turner overexplains politics for her kiddie readers but then has elaborate folklore and world-building which i found dull. in between allat, i still appreciate how the mystical and physical crossover in the dream sequences and love love the encounter in teh temple omg. overall turner's style is uninspiring.",,,1,0
18913,The Puppet and the Dwarf: The Perverse Core of Christianity (Short Circuits),Slavoj Žižek,"Žižek, Slavoj",,"=""0262740257""","=""9780262740258""",0,3.83,The MIT Press,Paperback,196,2003,2003,,2024/12/30,to-read,to-read (#408),to-read,,,,0,0
3690088,The Nag Hammadi Scriptures,Marvin W. Meyer,"Meyer, Marvin W.",James M. Robinson,"=""0061626007""","=""9780061626005""",0,4.31,HarperOne,Paperback,864,2009,,,2024/12/30,to-read,to-read (#407),to-read,,,,0,0
153300,The Suitcase,Sergei Dovlatov,"Dovlatov, Sergei",Antonina W. Bouis,"=""0802112463""","=""9780802112460""",0,4.30,Grove Press,Hardcover,128,1990,1986,,2024/12/30,to-read,to-read (#406),to-read,,,,0,0
55145261,The Anthropocene Reviewed: Essays on a Human-Centered Planet,John Green,"Green, John",,"=""0525555218""","=""9780525555216""",2,4.36,Dutton,Hardcover,304,2021,2021,2021/05/26,2021/05/20,"calming, essays, good, larger-than-life, memoir, metaphors, on-life-and-living, nonfiction, has-vision","calming (#4), essays (#2), good (#15), larger-than-life (#4), memoir (#2), metaphors (#7), on-life-and-living (#40), nonfiction (#21), has-vision (#9)",read,,,"Maybe it's because I listened to the podcast first, but I prefer it to the book by a large margin. Green's use of filler words like ""I guess"" or ""it seems"" are endearing in the podcast but annoying to read. His style really lends itself to the audio format. Also, I listened to a few episodes so many times that I unconsciously memorized some sections, so reading the edited version broke my heart. I am almost glad that my favorite review isn't included.",1,0
72657,Pedagogy of the Oppressed,Paulo Freire,"Freire, Paulo","Myra Bergman Ramos, Donaldo Macedo","=""0826412769""","=""9780826412768""",0,4.30,Continuum,Paperback,183,2000,1968,,2024/12/22,to-read,to-read (#405),to-read,,,,0,0
1392938,Invisible Man,Ralph Ellison,"Ellison, Ralph",,"=""0140023356""","=""9780140023350""",4,3.92,Penguin,Paperback,469,1965,1952,2024/02/13,2023/12/02,"atmospheric, recommended-to-me, animated-adaptation-please, books-i-want-to-own, reread-later, favs","atmospheric (#26), recommended-to-me (#20), animated-adaptation-please (#4), books-i-want-to-own (#14), reread-later (#16), favs (#18)",read,"<i>I fell to plotting ways of short-circuiting the machine. Perhaps if I shifted my body about so that the two nodes would come together — No, not only was there no room but it might electrocute me. I shuddered. Whoever else I was, I was no Samson. I had no desire to destroy myself even if it destroyed the machine; I wanted freedom, not destruction. It was exhausting, for no matter what the scheme I conceived, there was one constant flaw –myself. There was no getting around it. I could no more escape than I could think of my identity. Perhaps, I thought, the two things are involved with each other. When I discover who I am, I’ll be free.</i><br/><br/>this book was everything. kafkaesque, coming-of-age, existential, absurd, surreal… i’ve never read anything like this before. i could read it everyday for the rest of my life and still pick up something new. i’m supremely jealous of anyone who read this in a high school. SHOULDVE bEEN ME. idgaf ab gatsby or whatever else, THIS is REQUIRED reading, THE GReaT AMERICAN NOVEL!!! the chapters are connected but could also pass for individual short story--the narrative has such a dream-like quality it's unbelievable. this would’ve been a 5-star read but the last 130 pages felt very heavy-handed. or maybe I lost the plot after reading this one for over a month..",,,1,0
211689961,Nada,Ante Tomić,"Tomić, Ante",,"=""9532594728""","=""9789532594720""",0,4.36,Hena com,Hardcover,184,2024,,,2024/12/12,to-read,to-read (#404),to-read,,,,0,0
32956056,"Ciganin, ali najljepši",Kristian Novak,"Novak, Kristian",Đurđa Strsoglavec,"=""9533320494""","=""9789533320496""",0,4.62,Naklada OceanMore,Hardcover,400,2016,2016,,2024/12/12,to-read,to-read (#403),to-read,,,,0,0
138494,Winter Notes on Summer Impressions,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David Patterson, Gary Saul Morson","=""0810115182""","=""9780810115187""",0,3.40,Northwestern University Press,Paperback,78,1997,1863,,2024/12/12,to-read,to-read (#402),to-read,,,,0,0
63116,A Little Larger Than the Entire Universe: Selected Poems,Fernando Pessoa,"Pessoa, Fernando",Richard Zenith,"=""0143039555""","=""9780143039556""",0,4.38,Penguin Classics,Paperback,436,2006,2006,,2024/12/12,to-read,to-read (#401),to-read,,,,0,0
10244718,Jazz,Toni Morrison,"Morrison, Toni",Franca Cavagnoli,"=""8876844236""","=""9788876844232""",5,3.90,Frassinelli,Paperback,272,1996,1992,2024/12/03,2024/12/03,"assigned-reading, atmospheric, favs","assigned-reading (#25), atmospheric (#27), favs (#17)",read,,,,1,0
27037,Confessions,Augustine of Hippo,"Hippo, Augustine of","Henry Chadwick, Albert Cook Outler, Temple Scott","=""0192833723""","=""9780192833723""",0,3.99,Oxford University Press,Paperback,341,1998,400,,2024/12/12,to-read,to-read (#400),to-read,,,,0,0
110763,The Gnostic Gospels,Elaine Pagels,"Pagels, Elaine",,"=""0679724532""","=""9780679724537""",0,3.94,Vintage,Paperback,218,1989,1979,,2024/12/12,to-read,to-read (#399),to-read,,,,0,0
172732,The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara,"Guevara, Ernesto Che",Aleida Guevara March,"=""1876175702""","=""9781876175702""",0,3.80,Ocean Press,Paperback,175,2003,1992,,2024/12/12,to-read,to-read (#398),to-read,,,,0,0
274392,"Black Skin, White Masks",Frantz Fanon,"Fanon, Frantz",Charles L. Markmann,"=""0802150845""","=""9780802150844""",0,4.26,Grove,Paperback,232,1994,1952,,2024/12/12,to-read,to-read (#397),to-read,,,,0,0
179609,Imperialism: The Highest Stage of Capitalism,Vladimir Lenin,"Lenin, Vladimir",,"=""0745310354""","=""9780745310350""",0,4.26,Pluto Press,Paperback,192,1996,1917,2024/01/01,2024/12/12,assigned-reading,assigned-reading (#26),read,,,,1,0
35108805,"A Higher Loyalty: Truth, Lies, and Leadership",James B. Comey,"Comey, James B.",,"=""1250192455""","=""9781250192455""",0,4.09,Flatiron Books,Hardcover,290,2018,2018,,2024/12/12,to-read,to-read (#396),to-read,,,,0,0
3275263,"O Que é Isso, Companheiro?",Fernando Gabeira,"Gabeira, Fernando",,"=""""","=""""",0,3.77,Companhia das Letras,,231,1980,1979,,2024/12/12,to-read,to-read (#395),to-read,,,,0,0
34875448,My Cat Yugoslavia,Pajtim Statovci,"Statovci, Pajtim",David Hackston,"=""1101871830""","=""9781101871836""",0,3.74,Knopf Doubleday Publishing Group,Kindle Edition,272,2017,2014,,2024/12/10,to-read,to-read (#394),to-read,,,,0,0
531944,Salt Fish Girl,Larissa Lai,"Lai, Larissa",,"=""0887621112""","=""9780887621116""",0,3.73,Thomas Allen Publishers,Paperback,269,2002,2002,,2024/12/10,to-read,to-read (#393),to-read,,,,0,0
373755,"Absalom, Absalom!",William Faulkner,"Faulkner, William",,"=""0679732187""","=""9780679732181""",0,3.99,Vintage,Paperback,316,1990,1936,,2024/12/07,to-read,to-read (#392),to-read,,,,0,0
6586884,The Sisters of Sinai: How Two Lady Adventurers Discovered the Hidden Gospels,Janet Martin Soskice,"Soskice, Janet Martin",Janet Martin Soskice,"=""1400041333""","=""9781400041336""",0,4.09,Knopf,Hardcover,336,2009,2009,,2024/11/26,to-read,to-read (#391),to-read,,,,0,0
123487316,Theophanies,Sarah Ghazal Ali,"Ali, Sarah Ghazal",,"=""""","=""""",0,4.44,Alice James Books,Paperback,100,2024,2024,,2024/11/12,to-read,to-read (#390),to-read,,,,0,0
17150,My Ántonia,Willa Cather,"Cather, Willa",,"=""1583485090""","=""9781583485095""",0,3.84,Book of the Month Club,Paperback,219,1995,1918,,2024/11/12,to-read,to-read (#389),to-read,,,,0,0
252,"Sexus (The Rosy Crucifixion, #1)",Henry Miller,"Miller, Henry",,"=""0802151809""","=""9780802151803""",0,4.00,Grove Press,Paperback,506,1994,1949,,2024/11/12,to-read,to-read (#388),to-read,,,,0,0
1622,A Midsummer Night’s Dream,William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Werstine, Alan Durband, Roma Gill, Catherine Belsey, A.R. Braunmuller","=""0743477545""","=""9780743477543""",4,3.94,Simon & Schuster,Mass Market Paperback,298,2016,1595,2023/10/09,2023/10/09,"atmospheric, fomo, shakespeare, fav-book-titles","atmospheric (#25), fomo (#5), shakespeare (#4), fav-book-titles (#15)",read,helena is so lana del rey ultraviolence coded…she says just let me be around u let me love you like a dog at ur feet… i just wanna b wya ,,,1,0
17143,Go Tell It on the Mountain,James Baldwin,"Baldwin, James",,"=""0141185910""","=""9780141185910""",4,4.05,Penguin,Paperback,256,2001,1953,2021/02/27,2020/06/13,"thrilling, atmospheric, classics, dark, family, i-vibe-w-the-writing, historical, lgbt, relatable, wow, fav-book-titles","thrilling (#16), atmospheric (#7), classics (#23), dark (#20), family (#9), i-vibe-w-the-writing (#13), historical (#18), lgbt (#20), relatable (#6), wow (#44), fav-book-titles (#14)",read,,,,1,0
37415,Their Eyes Were Watching God,Zora Neale Hurston,"Hurston, Zora Neale",,"=""0061120065""","=""9780061120060""",4,3.99,Amistad,Paperback,238,2006,1937,2024/10/29,2021/12/29,"fav-book-titles, assigned-reading","fav-book-titles (#4), assigned-reading (#24)",read,,,,1,0
11987875,Sevil Berberi: Dört Perdelik Komedi,Pierre de Beaumarchais,"Beaumarchais, Pierre de",İsmail Hami Danişmend,"=""""","=""""",4,3.67,Sühulet Kitabevi,Paperback,,1938,1775,2024/08/03,2024/08/08,,,read,"really fun, like 90s bollywood movies",,,1,0
54138496,O Quarto de Giovanni,James Baldwin,"Baldwin, James",Valério Romão,"=""9896657610""","=""9789896657611""",3,4.34,Alfaguara ,Paperback,192,2020,1956,2024/07/24,2020/06/13,lgbt,lgbt (#32),read,,,,1,0
33390803,Białe noce,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Władysław Broniewski, Gabriel Karski","=""""","=""""",3,4.08,Książka i wiedza,Paperback,169,1986,1848,2024/07/27,2022/01/13,the-russians,the-russians (#13),read,,,,1,0
52873922,Winter in Sokcho,Elisa Shua Dusapin,"Dusapin, Elisa Shua",Aneesa Abbas Higgins,"=""1911547542""","=""9781911547549""",2,3.54,Daunt Books Publishing,Paperback,154,2020,2016,2024/07/16,2022/10/22,recommended-to-me,recommended-to-me (#22),read,,,,1,0
52266607,For Esmé—with Love & Squalor,J.D. Salinger,"Salinger, J.D.",,"=""""","=""""",0,4.18,,ebook,26,,1953,,2021/12/08,to-read,to-read (#194),to-read,,,,0,0
12361530,The Judgement (Short Story),Franz Kafka,"Kafka, Franz",,"=""""","=""""",0,3.60,,,32,,1913,,2023/11/07,to-read,to-read (#308),to-read,,,,0,0
429230,The Massacre At Paris: With The Death Of The Duke Of Guise,Christopher Marlowe,"Marlowe, Christopher",,"=""0887347908""","=""9780887347900""",0,3.10,Players Pr,Paperback,40,,1593,,2024/01/06,to-read,to-read (#330),to-read,,,,0,0
92250,"Millennium Approaches (Angels in America, #1)",Tony Kushner,"Kushner, Tony",,"=""1559360615""","=""9781559360616""",0,4.27,Theatre Communications Group,Paperback,119,1993,1993,,2021/07/01,to-read,to-read (#150),to-read,,,,0,0
179812,Winter Sleep,Kenzo Kitakata,"Kitakata, Kenzo",Mark Schilling,"=""1932234136""","=""9781932234138""",0,3.60,Vertical,Paperback,282,2005,2007,,2024/07/16,to-read,to-read (#387),to-read,,,,0,0
62699619,Central Park West,James B. Comey,"Comey, James B.",,"=""1613164033""","=""9781613164037""",0,3.93,Mysterious Press,Hardcover,330,2023,2023,,2024/07/08,to-read,to-read (#386),to-read,,,,0,0
195660578,How It Works Out,Myriam Lacroix,"Lacroix, Myriam",,"=""1419773518""","=""9781419773518""",0,3.67,The Overlook Press,Hardcover,240,2024,2024,,2024/06/15,to-read,to-read (#385),to-read,,,,0,0
35206,Rashōmon and Seventeen Other Stories,Ryūnosuke Akutagawa,"Akutagawa, Ryūnosuke","Jay Rubin, Haruki Murakami, Yoshihiro Tatsumi","=""0143039849""","=""9780143039846""",0,4.14,Penguin Classics,Paperback,268,2006,1927,,2024/06/15,to-read,to-read (#384),to-read,,,,0,0
231560,Uncle Vanya,Anton Chekhov,"Chekhov, Anton",,"=""1406507881""","=""9781406507881""",3,3.86,Dodo Pr,Paperback,116,2006,1897,2024/06/12,2024/06/12,"the-russians, fomo","the-russians (#12), fomo (#7)",read,"Nabokov on Chekhov: ""Chekhov’s intellectual was a man who combined the deepest human decency of which man is capable with an almost ridiculous inability to put his ideals and principles into action; a man devoted to moral beauty, the welfare of his people, the welfare of the universe, but unable in his private life to do anything useful; frittering away his provincial existence in a haze of utopian dreams; knowing exactly what is good, what is worthwhile living for, but at the same time sinking lower and lower in the mud of a humdrum existence, unhappy in love, hopelessly inefficient in everything—a good man who cannot make good. This is the character that passes—in the guise of a doctor, a student, a village teacher, many other professional people—all through Chekhov’s stories ...""",,,1,0
1753625,"On the Song of Songs 1 (On the Song of Songs, #1)",Bernard of Clairvaux,"Clairvaux, Bernard of","Kilian Walsh, M. Corneille Halflants","=""""","=""""",0,4.32,Liturgical Press,Paperback,155,1971,1971,,2024/06/03,to-read,to-read (#383),to-read,,,,0,0
219064,Старуха = The Old Woman,Daniil Kharms,"Kharms, Daniil","Даниил Хармс, Robin Aizlewood","=""1853993417""","=""9781853993411""",5,4.24,Duckworth,Paperback,88,1995,1939,,2021/10/06,"better-than-expected, dark, the-russians, favorites, metaphors, favs, short-stories","better-than-expected (#35), dark (#29), the-russians (#3), favorites (#21), metaphors (#12), favs (#13), short-stories (#7)",read,,,,2,0
537094,The Overcoat,Nikolai Gogol,"Gogol, Nikolai",,"=""1419176528""","=""9781419176524""",3,4.15,Kessinger Pub Co,Paperback,57,2004,1842,2021/09/20,2021/10/06,"disability, classics, ghosts, historical, the-russians, has-vision, short-stories","disability (#4), classics (#35), ghosts (#4), historical (#25), the-russians (#4), has-vision (#1), short-stories (#6)",read,,,,1,0
39711322,Our Crowd,Liudmilla Petrushevskaya,"Petrushevskaya, Liudmilla",Elena Goscilo,"=""""","=""""",5,4.40,,Unknown Binding,21,1979,,2021/10/10,2021/10/10,"the-russians, atmospheric, better-than-expected, dark, family, has-vision, messed-up, messed-up-relationships, short-stories","the-russians (#5), atmospheric (#17), better-than-expected (#36), dark (#30), family (#16), has-vision (#16), messed-up (#13), messed-up-relationships (#9), short-stories (#5)",read,,,,1,0
1462282,Bobok,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Fyodor Dostoyevsky,"=""141911042X""","=""9781419110429""",4,3.34,Kessinger Publishing,Paperback,22,2004,1873,2021/09/20,2021/11/24,"the-russians, short-stories","the-russians (#6), short-stories (#4)",read,,,,1,0
30079275,"Tolstoy, Rasputin, Others, and Me: The Best of Teffi",Teffi,"Teffi, Teffi","Rose France, Elizabeth Chandler, Robert Chandler, Anne Marie Jackson","=""""","=""""",4,4.10,NYRB Classics,Kindle Edition,225,2016,2016,2022/01/08,2022/01/05,"essays, funny-and-ish, has-vision, i-vibe-w-the-writing, larger-than-life, memoir, savory, shes-perfect-to-me, the-russians, war, on-life-and-living, historical, political-satire, favs, short-stories","essays (#8), funny-and-ish (#17), has-vision (#19), i-vibe-w-the-writing (#21), larger-than-life (#10), memoir (#7), savory (#8), shes-perfect-to-me (#14), the-russians (#7), war (#6), on-life-and-living (#43), historical (#28), political-satire (#5), favs (#8), short-stories (#3)",read,,,,1,0
58274049,In the Cart,Anton Chekhov,"Chekhov, Anton",,"=""""","=""""",5,3.81,,Unknown Binding,,1897,,,2024/06/01,"favs, the-russians, short-stories","favs (#16), the-russians (#11), short-stories (#2)",read,,,,1,0
30326196,The Doum Tree of Wad Hamid,Taib Saleh,"Saleh, Taib",,"=""""","=""""",4,3.45,,Unknown Binding,7,1962,,,2024/06/01,"assigned-reading, short-stories","assigned-reading (#23), short-stories (#1)",read,,,,1,0
79649,The Seagull,Anton Chekhov,"Chekhov, Anton",Laurence Senelick,"=""0413771008""","=""9780413771001""",2,3.91,Methuen Drama,Paperback,65,2009,1895,2024/06/01,2021/12/18,"the-russians, recommended-to-me","the-russians (#10), recommended-to-me (#21)",read,"chekhov rarely disappoints, but i just wish i enjoyed this for what it was.",,,1,0
55001129,Factotum,Charles Bukowski,"Bukowski, Charles",,"=""""","=""""",2,3.92,HarperCollins,Kindle Edition,205,2009,1975,2024/05/14,2024/06/01,,,read,"it was 1 in the morning and i was like “gaaah damn i need a bukowski” the way one craves something quick and dirty. i’d never even read a bukowski before lol. can’t say i agree with his reputation of being raw and authentic, this was just shamelessly degenerate and i guess people confuse one for the other. grew stale fast. in between his sparse prose is a good line or two. i’ll have to read more of him to make up my mind.<br/>",,,1,0
6646964,حي بن يقظان,Ibn Tufail,"Tufail, Ibn",علي بو ملحم,"=""""","=""""",0,3.83,دار ومكتبة الهلال - بيروت,Paperback,160,1993,1150,,2024/05/21,to-read,to-read (#382),to-read,,,,0,0
50466,"Burning in Water, Drowning in Flame",Charles Bukowski,"Bukowski, Charles",,"=""087685191X""","=""9780876851913""",0,4.04,Ecco,Paperback,232,1983,1974,,2024/05/14,to-read,to-read (#381),to-read,,,,0,0
50451,The Most Beautiful Woman in Town & Other Stories,Charles Bukowski,"Bukowski, Charles",,"=""0872861562""","=""9780872861565""",0,3.88,City Lights Publishers,Paperback,240,2001,1983,,2024/05/14,to-read,to-read (#380),to-read,,,,0,0
13591818,Diadem: Selected Poems (Lannan Translations Selection Series),Marosa Di Giorgio,"Giorgio, Marosa Di",Adam Giannelli,"=""1934414972""","=""9781934414972""",0,4.39,BOA Editions Ltd.,Paperback,170,2012,2012,,2024/05/10,to-read,to-read (#379),to-read,,,,0,0
1175031,Baron Bagge / Count Luna,Alexander Lernet-Holenia,"Lernet-Holenia, Alexander",,"=""0941419207""","=""9780941419208""",0,4.13,Marsilio,Hardcover,256,1989,1956,,2024/04/28,to-read,to-read (#378),to-read,,,,0,0
59418536,Togetherness,Wo Chan,"Chan, Wo",,"=""1643621440""","=""9781643621449""",0,4.17,Nightboat Books,Paperback,80,2022,2022,,2024/04/20,to-read,to-read (#377),to-read,,,,0,0
24945396,Bright Dead Things,Ada Limon,"Limon, Ada",,"=""1571314717""","=""9781571314710""",0,4.19,Milkweed Editions,Paperback,105,2015,2015,,2024/04/19,to-read,to-read (#376),to-read,,,,0,0
122871050,Please Do Not Touch This Exhibit,Jen Campbell,"Campbell, Jen",,"=""1780376626""","=""9781780376622""",0,4.28,Bloodaxe Books,Kindle Edition,61,2023,,,2024/04/19,to-read,to-read (#375),to-read,,,,0,0
63261311,Bright Fear,Mary Jean Chan,"Chan, Mary Jean",,"=""0571378900""","=""9780571378906""",0,4.10,Faber & Faber,Paperback,72,2023,2023,,2024/04/19,to-read,to-read (#374),to-read,,,,0,0
57179390,The Past (Wesleyan Poetry Series),Wendy Xu,"Xu, Wendy",,"=""0819580457""","=""9780819580450""",0,4.29,Wesleyan University Press,Hardcover,104,2021,2021,,2024/04/19,to-read,to-read (#373),to-read,,,,0,0
