Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
680843,Trying to Find Chinatown: The Selected Plays of David Henry Hwang,David Henry Hwang,"Hwang, David Henry",,"=""1559361727""","=""9781559361729""",0,3.78,Theatre Communications Group,Paperback,320,1999,1999,2021/06/30,2021/06/16,"asian-lit, class, cringe, family, race, relatable, reread-later, what-did-i-just-read, confusing, ebook, has-vision","asian-lit (#9), class (#5), cringe (#10), family (#15), race (#12), relatable (#10), reread-later (#15), what-did-i-just-read (#49), confusing (#4), ebook (#9), has-vision (#4)",read,,,,1,0
43317482,In the Dream House,Carmen Maria Machado,"Machado, Carmen Maria",,"=""1644450038""","=""9781644450031""",2,4.40,Graywolf Press,Hardcover,251,2019,2019,2021/09/24,2021/07/03,"ebook, lgbt, memoir, messed-up-relationships, metaphors, nonfiction, on-life-and-living, wow, no-vision","ebook (#12), lgbt (#23), memoir (#5), messed-up-relationships (#8), metaphors (#11), nonfiction (#26), on-life-and-living (#42), wow (#51), no-vision (#1)",read,,,,1,0
142247,Russian Short Stories from Pushkin to Buida,Robert Chandler,"Chandler, Robert",Various,"=""0140448462""","=""9780140448467""",3,4.29,Penguin Books Ltd,Paperback,396,2005,2005,2021/10/06,2021/10/06,"atmospheric, better-than-expected, classics, ebook, political-satire, relatable, the-russians, uhhh, what-did-i-just-read, wow, manuscripts-dont-burn, dragged-on, historical, has-vision","atmospheric (#16), better-than-expected (#34), classics (#34), ebook (#14), political-satire (#4), relatable (#12), the-russians (#2), uhhh (#6), what-did-i-just-read (#50), wow (#52), manuscripts-dont-burn (#2), dragged-on (#21), historical (#26), has-vision (#2)",read,,,,1,0
693016,"Mine Till Midnight (The Hathaways, #1)",Lisa Kleypas,"Kleypas, Lisa",,"=""0312949804""","=""9780312949808""",0,4.06,St. Martin's Paperbacks,Mass Market Paperback,360,2007,2007,,2021/10/06,to-read,to-read (#172),to-read,,,,0,0
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger","=""067973452X""","=""9780679734529""",0,4.17,Vintage Classics,Paperback,136,1994,1864,,2021/10/06,to-read,to-read (#171),to-read,,,,0,0
28787166,Las cosas que perdimos en el fuego,Mariana Enríquez,"Enríquez, Mariana",,"=""8433998064""","=""9788433998064""",0,4.05,Editorial Anagrama,Paperback,200,2016,2016,,2021/09/08,to-read,to-read (#170),to-read,,,,0,0
56769529,The Flowers of Evil (Les Fleurs du mal),Charles Baudelaire,"Baudelaire, Charles",Aaron Poochigian,"=""1631498592""","=""9781631498596""",0,4.20,Liveright,Hardcover,400,2021,1857,,2021/08/19,to-read,to-read (#169),to-read,,,,0,0
653651,Nights at the Circus,Angela Carter,"Carter, Angela",,"=""0140077030""","=""9780140077032""",0,3.88,Penguin Books,Paperback,295,1986,1984,,2021/08/09,to-read,to-read (#168),to-read,,,,0,0
836224,Mad Shadows,Marie-Claire Blais,"Blais, Marie-Claire",,"=""0771098677""","=""9780771098673""",0,3.58,New Canadian Library,Mass Market Paperback,128,1990,1959,,2021/08/09,to-read,to-read (#167),to-read,,,,0,0
50158595,To Be Honest: A Memoir,Michael Leviton,"Leviton, Michael",,"=""1419743058""","=""9781419743054""",0,3.82,Abrams Press,Hardcover,304,2021,2021,,2021/08/09,to-read,to-read (#166),to-read,,,,0,0
16305,"Evil Under the Sun (Hercule Poirot, #24)",Agatha Christie,"Christie, Agatha",,"=""1579126286""","=""9781579126285""",0,3.98,Black Dog & Leventhal Publishers,Hardcover,220,2006,1941,,2021/08/07,to-read,to-read (#165),to-read,,,,0,0
38458431,Autobiography of Death,Kim Hyesoon,"Hyesoon, Kim",Don Mee Choi,"=""0811227340""","=""9780811227346""",0,4.07,New Directions,Paperback,110,2018,2016,,2021/08/05,to-read,to-read (#164),to-read,,,,0,0
1320279,Life and Death Are Wearing Me Out,Mo Yan,"Yan, Mo",,"=""1559708530""","=""9781559708531""",0,4.06,Arcade Publishing,Hardcover,540,2008,2006,,2021/08/01,to-read,to-read (#163),to-read,,,,0,0
7197913,"The Wide-Awake Princess (Wide-Awake Princess, #1)",E.D. Baker,"Baker, E.D.",,"=""159990487X""","=""9781599904870""",0,4.12,Bloomsbury USA Childrens,Hardcover,261,2010,2010,,2021/07/30,to-read,to-read (#162),to-read,,,,0,0
56304450,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny","Bela Shayevich, Margaret Atwood","=""0063068443""","=""9780063068445""",0,3.88,Ecco,Paperback,304,2021,1924,,2021/07/29,to-read,to-read (#161),to-read,,,,0,0
16308,"Taken at the Flood (Hercule Poirot, #29)",Agatha Christie,"Christie, Agatha",,"=""0007121016""","=""9780007121014""",0,3.75,HarperCollins Publishers Ltd,Paperback,352,2002,1948,,2021/07/27,to-read,to-read (#160),to-read,,,,0,0
325151,Valerie and Her Week of Wonders,Vítězslav Nezval,"Nezval, Vítězslav","Kamil Lhoták, David Short, Giuseppe Dierna","=""808626419X""","=""9788086264196""",0,3.86,Twisted Spoon Press,Paperback,226,2005,1945,,2021/07/20,to-read,to-read (#159),to-read,,,,0,0
41150487,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,"=""1250316774""","=""9781250316776""",2,4.06,St. Martin's Griffin,Paperback,448,2019,2019,2020/06/11,2020/06/11,"cool-concept-bad-execution, dnf, dragged-on, meh, romance, lgbt, cute","cool-concept-bad-execution (#7), dnf (#12), dragged-on (#8), meh (#37), romance (#20), lgbt (#10), cute (#7)",read,,,,1,0
98687,Call Me by Your Name,André Aciman,"Aciman, André",,"=""0374299218""","=""9780374299217""",3,4.10,"Farrar, Straus and Giroux",Hardcover,248,2007,2007,2020/01/10,2020/01/10,"cringe, flat-characters, hyped, instalove, lgbt, played-with-my-feelings, romance, would-almost-recommend, young-adult, relatable, i-cried","cringe (#2), flat-characters (#4), hyped (#19), instalove (#2), lgbt (#9), played-with-my-feelings (#2), romance (#18), would-almost-recommend (#3), young-adult (#2), relatable (#2), i-cried (#3)",read,,,,1,0
194746,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""""","=""""",0,3.95,New Directions,Paperback,176,1958,1948,,2021/07/16,to-read,to-read (#158),to-read,,,,0,0
50175419,Exciting Times,Naoise Dolan,"Dolan, Naoise",,"=""0062968742""","=""9780062968746""",0,3.21,Ecco,Hardcover,243,2020,2020,,2021/07/13,to-read,to-read (#157),to-read,,,,0,0
3181564,The Housekeeper and the Professor,Yōko Ogawa,"Ogawa, Yōko",Stephen    Snyder,"=""0312427808""","=""9780312427801""",0,4.05,Picador,Paperback,180,2009,2005,,2021/07/13,to-read,to-read (#156),to-read,,,,0,0
18490,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,"=""""","=""""",0,3.89,Penguin,Paperback,288,2003,1818,,2016/03/10,"reread-later, books-i-want-to-own, i-vibe-w-the-writing, atmospheric, wow, classics","reread-later (#11), books-i-want-to-own (#5), i-vibe-w-the-writing (#19), atmospheric (#15), wow (#49), classics (#32)",read,,,,1,0
311150,Arabella,Georgette Heyer,"Heyer, Georgette",,"=""0099465620""","=""9780099465621""",3,4.09,Arrow Books Ltd.,Paperback,280,2004,1949,2021/07/11,2021/07/10,"historical, romance, not-really-romantic, book-club, classics, cringe, cute, dragged-on, i-vibe-w-the-writing, good, relatable, ebook, funny-and-ish","historical (#23), romance (#24), not-really-romantic (#9), book-club (#3), classics (#31), cringe (#11), cute (#5), dragged-on (#19), i-vibe-w-the-writing (#18), good (#17), relatable (#11), ebook (#7), funny-and-ish (#12)",read,,,,1,0
50403480,At Night All Blood is Black,David Diop,"Diop, David",Anna Moschovakis,"=""0374266972""","=""9780374266974""",3,3.81,"Farrar, Straus and Giroux",Hardcover,145,2020,2018,2021/06/15,2021/05/26,"book-club, atmospheric, colonialism, dark, dragged-on, ghosts, meh, messed-up, race, trippy, uhhh, what-did-i-just-read, war, historical, metaphors, ebook","book-club (#1), atmospheric (#10), colonialism (#5), dark (#25), dragged-on (#16), ghosts (#3), meh (#43), messed-up (#11), race (#11), trippy (#7), uhhh (#4), what-did-i-just-read (#47), war (#5), historical (#20), metaphors (#9), ebook (#11)",read,,,,1,0
150253,"If Not, Winter: Fragments of Sappho",Sappho,"Sappho, Sappho",Anne Carson,"=""1844080811""","=""9781844080816""",4,4.43,Virago,Paperback,416,2003,-550,2021/06/19,2021/06/19,"shes-perfect-to-me, atmospheric, classics, favorites, historical, lgbt, savory, cute, ebook","shes-perfect-to-me (#13), atmospheric (#11), classics (#29), favorites (#19), historical (#21), lgbt (#22), savory (#5), cute (#4), ebook (#8)",read,,,,1,0
319033,The Corinthian,Georgette Heyer,"Heyer, Georgette",,"=""0099468085""","=""9780099468080""",0,4.05,Arrow,Paperback,233,2004,1940,,2021/07/08,to-read,to-read (#155),to-read,,,,0,0
54901856,White Tears/Brown Scars: How White Feminism Betrays Women of Color,Ruby Hamad,"Hamad, Ruby",,"=""1398703117""","=""9781398703117""",0,4.55,Trapeze,Kindle Edition,222,2020,2020,,2021/07/03,to-read,to-read (#153),to-read,,,,0,0
95833,M. Butterfly,David Henry Hwang,"Hwang, David Henry",,"=""0822207125""","=""9780822207122""",5,3.93,"Dramatists Play Service, Inc.",Paperback,72,1998,1988,2020/09/22,2020/09/23,"thrilling, asian-lit, better-than-expected, dark, historical, messed-up-relationships, lgbt, race, assigned-reading, recommend, relatable, shocking, what-did-i-just-read, wow, favorites","thrilling (#15), asian-lit (#4), better-than-expected (#29), dark (#18), historical (#15), messed-up-relationships (#3), lgbt (#16), race (#3), assigned-reading (#16), recommend (#26), relatable (#5), shocking (#2), what-did-i-just-read (#45), wow (#42), favorites (#17)",read,,,,1,0
7805,Pale Fire,Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",0,4.17,Penguin Books Ltd,Paperback,246,2000,1962,,2021/07/01,to-read,to-read (#152),to-read,,,,0,0
29081916,"Only Dull People Are Brilliant at Breakfast (Penguin Little Black Classics, #119)",Oscar Wilde,"Wilde, Oscar",,"=""""","=""""",0,3.93,Penguin,Kindle Edition,60,2016,2016,,2021/07/01,to-read,to-read (#151),to-read,,,,0,0
32261,Tess of the D’Urbervilles,Thomas Hardy,"Hardy, Thomas","Margaret R. Higonnet, Tim Dolin","=""""","=""""",0,3.84,Penguin Classics,Paperback,518,2003,1891,,2021/07/01,to-read,to-read (#149),to-read,,,,0,0
53926,Travesuras de la niña mala,Mario Vargas Llosa,"Llosa, Mario Vargas",,"=""9707704667""","=""9789707704664""",0,4.13,Alfaguara,Paperback,384,2006,2006,,2021/07/01,to-read,to-read (#148),to-read,,,,0,0
15622,Native Son,Richard Wright,"Wright, Richard",,"=""""","=""""",0,4.04,Harper Perennial Modern Classics,Paperback,504,2005,1940,,2021/07/01,to-read,to-read (#147),to-read,,,,0,0
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Malcolm Bowie, Margaret Mauldon","=""0192840398""","=""9780192840394""",0,3.71,Oxford University Press,Paperback,329,2004,1877,,2021/07/01,to-read,to-read (#146),to-read,,,,0,0
100322,Assata: An Autobiography,Assata Shakur,"Shakur, Assata",,"=""1556520743""","=""9781556520747""",0,4.59,Lawrence Hill Books,Paperback,274,2001,1987,,2021/07/01,to-read,to-read (#145),to-read,,,,0,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",4,4.16,Vintage Books,Paperback,559,2004,1992,2021/06/30,2021/06/30,"atmospheric, better-than-expected, class, classics, cult, dark, dragged-on, i-vibe-w-the-writing, larger-than-life, messed-up, messed-up-relationships, obsessive, pedantic, shocking, uhhh, what-did-i-just-read, wtf","atmospheric (#13), better-than-expected (#32), class (#4), classics (#30), cult (#3), dark (#27), dragged-on (#17), i-vibe-w-the-writing (#17), larger-than-life (#7), messed-up (#12), messed-up-relationships (#7), obsessive (#4), pedantic (#5), shocking (#4), uhhh (#5), what-did-i-just-read (#48), wtf (#19)",read,,,feel so disgusted by this ... esp after his death.,1,0
108428,Are Prisons Obsolete?,Angela Y. Davis,"Davis, Angela Y.",,"=""1583225811""","=""9781583225813""",0,4.52,Seven Stories Press,Paperback,128,2003,2003,,2021/06/29,to-read,to-read (#144),to-read,,,,0,0
1854366,Marx's Lost Aesthetic: Karl Marx and the Visual Arts,Margaret A. Rose,"Rose, Margaret A.",,"=""0521369797""","=""9780521369794""",0,3.94,Cambridge University Press,Paperback,216,1988,1984,,2021/06/27,to-read,to-read (#143),to-read,,,,0,0
16143347,We Were Liars,E. Lockhart,"Lockhart, E.",,"=""0385741278""","=""9780385741279""",4,3.65,Delacorte Press,Paperback,320,2018,2014,2016/10/09,2016/10/09,"thrilling, better-than-expected, hyped, mystery, recommend, on-life-and-living, what-did-i-just-read, wow, smalll-town-summer, atmospheric","thrilling (#8), better-than-expected (#11), hyped (#2), mystery (#5), recommend (#17), on-life-and-living (#16), what-did-i-just-read (#32), wow (#17), smalll-town-summer (#12), atmospheric (#12)",read,,,,1,0
418285,Noli Me Tángere (Touch Me Not),José Rizal,"Rizal, José",Harold Augenbraum,"=""0143039695""","=""9780143039693""",0,4.22,Penguin Classics,Paperback,444,2006,1887,,2021/06/27,to-read,to-read (#142),to-read,,,,0,0
164006,Memoirs of a Dutiful Daughter,Simone de Beauvoir,"Beauvoir, Simone de",James Kirkup,"=""0060825197""","=""9780060825195""",0,4.13,Harper Perennial Modern Classics,Paperback,359,2005,1958,,2021/06/22,to-read,to-read (#141),to-read,,,,0,0
11080013,The Laugh of the Medusa,Hélène Cixous,"Cixous, Hélène","Keith Cohen, Paula Cohen","=""""","=""""",0,4.18,The University of Chicago Press,,20,1976,1975,2021/06/22,2021/06/08,"colonialism, dark, essays, feminist, for-artists, historical, larger-than-life, metaphors, recommended-to-me, relatable, reread-later, nonfiction","colonialism (#6), dark (#26), essays (#6), feminist (#2), for-artists (#4), historical (#22), larger-than-life (#6), metaphors (#10), recommended-to-me (#9), relatable (#9), reread-later (#14), nonfiction (#23)",read,,,,1,0
53009,"Funeral Rites (Genet, Jean)",Jean Genet,"Genet, Jean",Bernard Frechtman,"=""0802130879""","=""9780802130877""",0,4.02,Grove Press,Paperback,256,1994,1948,,2021/06/22,to-read,to-read (#140),to-read,,,,0,0
5517,A Raisin in the Sun,Lorraine Hansberry,"Hansberry, Lorraine",,"=""0375508333""","=""9780375508332""",4,3.85,Random House,Hardcover,162,2002,1959,,2021/05/13,"assigned-reading, race, class, better-than-expected, family, classics, wow","assigned-reading (#20), race (#7), class (#3), better-than-expected (#30), family (#12), classics (#24), wow (#45)",read,,,,1,0
464260,The Fire Next Time,James Baldwin,"Baldwin, James",,"=""067974472X""","=""9780679744726""",0,4.55,Vintage,Paperback,106,1992,1963,,2021/06/16,to-read,to-read (#139),to-read,,,,0,0
27333,Silent Spring,Rachel Carson,"Carson, Rachel",,"=""0618249060""","=""9780618249060""",0,4.05,Mariner Books,Paperback,378,2022,1962,,2021/06/15,smalll-town-summer,smalll-town-summer (#13),read,,,,0,0
52090,Eichmann in Jerusalem: A Report on the Banality of Evil,Hannah Arendt,"Arendt, Hannah",,"=""""","=""""",0,4.20,Penguin Classics,Paperback,312,2006,1963,,2021/06/15,to-read,to-read (#138),to-read,,,,0,0
36436080,The Problem That Has No Name,Betty Friedan,"Friedan, Betty",,"=""024133926X""","=""9780241339268""",0,4.22,Penguin Classics,Paperback,55,2018,2018,,2021/06/15,to-read,to-read (#137),to-read,,,,0,0
17573685,The Feminine Mystique,Betty Friedan,"Friedan, Betty","Gail Collins, Anna Quindlen","=""0393346781""","=""9780393346787""",0,3.87,W. W. Norton & Company,Paperback,562,2013,1963,,2021/06/15,to-read,to-read (#136),to-read,,,,0,0
46206688,The Night Watchman,Louise Erdrich,"Erdrich, Louise",,"=""0062671189""","=""9780062671189""",0,4.09,Harper,Hardcover,453,2020,2020,,2021/06/14,to-read,to-read (#135),to-read,,,,0,0
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",0,4.21,Bantam Books,Paperback,226,1998,1988,,2021/06/14,,,read,,,,1,0
37825535,Tales from the Inner City,Shaun Tan,"Tan, Shaun",,"=""1338298402""","=""9781338298406""",0,4.30,Arthur A. Levine Books,Hardcover,221,2018,2018,,2021/06/13,to-read,to-read (#134),to-read,,,,0,0
765227,The Pleasure of the Text,Roland Barthes,"Barthes, Roland",Richard Miller,"=""0374521603""","=""9780374521608""",0,4.00,Hill and Wang,Paperback,67,1975,1973,,2021/06/11,to-read,to-read (#133),to-read,,,,0,0
74176,The Protestant Ethic and the Spirit of Capitalism,Max Weber,"Weber, Max","Talcott Parsons, R.H. Tawney","=""048642703X""","=""9780486427034""",0,3.91,Dover Publications,Paperback,320,2003,1904,,2021/06/08,to-read,to-read (#132),to-read,,,,0,0
16298,"A Murder Is Announced (Miss Marple, #4)",Agatha Christie,"Christie, Agatha",,"=""1579126294""","=""9781579126292""",0,4.01,Black Dog & Leventhal Publishers,Hardcover,288,2006,1950,,2021/06/06,to-read,to-read (#131),to-read,,,,0,0
16372,"The Mirror Crack'd from Side to Side (Miss Marple, #8)",Agatha Christie,"Christie, Agatha",,"=""0007120982""","=""9780007120987""",0,3.96,HarperCollins,Paperback,351,2002,1962,,2021/06/06,to-read,to-read (#130),to-read,,,,0,0
16341,"The Moving Finger (Miss Marple, #3)",Agatha Christie,"Christie, Agatha",,"=""0007120842""","=""9780007120840""",0,3.86,Harper Collins,Paperback,299,2012,1942,,2021/06/06,to-read,to-read (#129),to-read,,,,0,0
36672820,Brother,David Chariandy,"Chariandy, David",,"=""1635572045""","=""9781635572049""",0,3.98,Bloomsbury USA,Hardcover,192,2018,2017,,2021/06/03,to-read,to-read (#128),to-read,,,,0,0
36352480,Natives: Race and Class in the Ruins of Empire,Akala,"Akala, Akala",,"=""1473661218""","=""9781473661219""",0,4.54,Two Roads ,Hardcover,352,2018,2018,,2021/06/03,to-read,to-read (#127),to-read,,,,0,0
181345,Cinnamon Gardens,Shyam Selvadurai,"Selvadurai, Shyam",André Bernard,"=""0156013282""","=""9780156013284""",0,3.89,Mariner Books,Paperback,360,2000,1998,,2021/06/03,to-read,to-read (#126),to-read,,,,0,0
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",0,4.47,Alfred A. Knopf,Hardcover,305,2016,2016,,2021/06/03,to-read,to-read (#125),to-read,,,,0,0
53825991,Intimations,Zadie Smith,"Smith, Zadie",,"=""059329761X""","=""9780593297612""",0,3.98,Penguin Books,Paperback,97,2020,2020,,2021/06/03,to-read,to-read (#124),to-read,,,,0,0
46182,In Watermelon Sugar,Richard Brautigan,"Brautigan, Richard",,"=""0099437597""","=""9780099437598""",0,3.78,Random House,Paperback,144,2002,1968,,2021/06/03,to-read,to-read (#123),to-read,,,,0,0
12220,A Streetcar Named Desire,Tennessee Williams,"Williams, Tennessee",,"=""0822210894""","=""9780822210894""",0,3.98,Dramatist's Play Service,Paperback,107,1998,1947,,2021/06/03,to-read,to-read (#122),to-read,,,,0,0
6192,Disgrace,J.M. Coetzee,"Coetzee, J.M.",,"=""0143036378""","=""9780143036371""",0,3.86,Penguin Books,Paperback,220,2005,1999,,2021/06/03,to-read,to-read (#121),to-read,,,,0,0
4950,The Hungry Tide,Amitav Ghosh,"Ghosh, Amitav",,"=""061871166X""","=""9780618711666""",0,3.99,Harper Perennial,Paperback,333,2006,2004,,2021/06/03,to-read,to-read (#120),to-read,,,,0,0
7381437,Polly Honeycombe: A Dramatic Novel Of One Act,George Colman,"Colman, George",,"=""054851111X""","=""9780548511114""",0,3.45,Kessinger Publishing,Paperback,60,2007,1760,,2021/06/03,to-read,to-read (#119),to-read,,,,0,0
3174768,Kari,Amruta Patil,"Patil, Amruta",,"=""8172237103""","=""9788172237103""",0,3.81,HarperCollins Publishers India,Paperback,120,2008,2007,,2021/06/03,to-read,to-read (#118),to-read,,,,0,0
16842,A Single Man,Christopher Isherwood,"Isherwood, Christopher",,"=""0816638624""","=""9780816638628""",0,4.06,Univ Of Minnesota Press,Paperback,186,2001,1964,,2021/06/03,to-read,to-read (#117),to-read,,,,0,0
368519,The Memorial,Christopher Isherwood,"Isherwood, Christopher",,"=""081663369X""","=""9780816633692""",0,3.39,Univ Of Minnesota Press,Paperback,296,1999,1932,,2021/06/03,to-read,to-read (#116),to-read,,,,0,0
55030,Cosmos,Carl Sagan,"Sagan, Carl",,"=""0375508325""","=""9780375508325""",0,4.40,Random House,Mass Market Paperback,384,2002,1980,,2021/06/03,to-read,to-read (#115),to-read,,,,0,0
54860495,"Thief of Souls (Inspector Lu Fei Mysteries, #1)",Brian Klingborg,"Klingborg, Brian",,"=""1250779057""","=""9781250779052""",0,3.77,Minotaur Books,Hardcover,304,2021,2021,,2021/06/02,to-read,to-read (#114),to-read,,,,0,0
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",0,4.16,Oxford University Press,Paperback,360,2006,1976,,2021/06/02,,,read,,,,1,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.17,Roc,Paperback,297,2000,1968,,2021/06/01,to-read,to-read (#113),to-read,,,,0,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",4,4.20,Houghton Mifflin Harcourt,ebook,298,2013,1949,,2021/06/01,"books-i-want-to-own, classics, dark, dystopian, favorites, i-vibe-w-the-writing, messed-up, political-satire, reread-later, resistance, not-really-romantic, wow, wtf, what-did-i-just-read, recommend, good, hyped","books-i-want-to-own (#8), classics (#27), dark (#24), dystopian (#9), favorites (#18), i-vibe-w-the-writing (#16), messed-up (#10), political-satire (#3), reread-later (#13), resistance (#3), not-really-romantic (#8), wow (#48), wtf (#18), what-did-i-just-read (#46), recommend (#28), good (#16), hyped (#28)",read,,,,0,0
14082,Malgudi Days,R.K. Narayan,"Narayan, R.K.",Jhumpa Lahiri,"=""0143039652""","=""9780143039655""",0,4.21,Penguin Classics,Paperback,264,2006,1943,,2021/06/01,to-read,to-read (#112),to-read,,,,0,0
36479356,American Sonnets for My Past and Future Assassin,Terrance Hayes,"Hayes, Terrance",,"=""0143133187""","=""9780143133186""",0,4.27,Penguin Books Ltd,Paperback,91,2018,2018,,2021/06/01,to-read,to-read (#111),to-read,,,,0,0
40847152,"An Odyssey: A Father, A Son, and an Epic",Daniel Mendelsohn,"Mendelsohn, Daniel",,"=""0345806212""","=""9780345806215""",4,4.26,Vintage,Paperback,320,2018,2017,2020/09/05,2020/07/01,"assigned-reading, better-than-expected, dragged-on, family, metaphors, savory, nonfiction, essays","assigned-reading (#13), better-than-expected (#28), dragged-on (#13), family (#7), metaphors (#4), savory (#2), nonfiction (#19), essays (#4)",read,,,,1,0
99329,"The History of Tom Jones, a Foundling",Henry Fielding,"Fielding, Henry","Alice Wakely, Thomas Keymer","=""0140436227""","=""9780140436228""",0,3.75,Penguin Books,Paperback,975,2005,1749,,2021/04/07,"to-read, books-i-want-to-own","to-read (#82), books-i-want-to-own (#7)",to-read,,,,0,0
747746,The Curious Case of Benjamin Button,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Calef Brown,"=""1416556052""","=""9781416556053""",0,3.57,Scribner,Paperback,56,2007,1922,,2021/05/31,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",5,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2018/01/27,"favorites, classics, historical, metaphors, race, recommend, reread-later, wow, smalll-town-summer, books-i-want-to-own","favorites (#7), classics (#16), historical (#11), metaphors (#3), race (#2), recommend (#24), reread-later (#4), wow (#40), smalll-town-summer (#2), books-i-want-to-own (#3)",read,,,,1,0
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",3,3.78,Houghton Mifflin Harcourt,Hardcover,194,2002,1925,2021/02/18,2021/02/17,"atmospheric, calming, colonialism, cringe, dragged-on, favorites, for-artists, i-vibe-w-the-writing, historical, lgbt, many-characters, classics, assigned-reading, reread-later, savory, war, wow, books-i-want-to-own","atmospheric (#6), calming (#3), colonialism (#2), cringe (#8), dragged-on (#14), favorites (#15), for-artists (#3), i-vibe-w-the-writing (#12), historical (#17), lgbt (#19), many-characters (#4), classics (#22), assigned-reading (#18), reread-later (#10), savory (#3), war (#3), wow (#43), books-i-want-to-own (#1)",read,,,,1,0
1365225,Las batallas en el desierto,José Emilio Pacheco,"Pacheco, José Emilio",,"=""9684114737""","=""9789684114739""",0,4.13,Editorial Era,Paperback,72,2005,1981,,2021/05/29,to-read,to-read (#110),to-read,,,,0,0
18521,A Room of One’s Own,Virginia Woolf,"Woolf, Virginia",,"=""""","=""""",0,4.22,Penguin Books,Paperback,112,2000,1929,,2021/05/28,to-read,to-read (#109),to-read,,,,0,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765387565""","=""9780765387561""",0,4.17,Tor Books,Hardcover,448,2020,2020,,2021/05/27,to-read,to-read (#108),to-read,,,,0,0
47281,Number the Stars,Lois Lowry,"Lowry, Lois",,"=""0440227534""","=""9780440227533""",0,4.19,Laurel Leaf,Mass Market Paperback,137,1998,1989,,2021/05/27,"childrens-literature, wwii","childrens-literature (#8), wwii (#3)",read,,,,1,0
16304,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,"=""0425200450""","=""9780425200452""",0,4.20,Berkley,Paperback,322,2004,1934,,2021/05/27,"mystery, childrens-literature","mystery (#9), childrens-literature (#7)",read,,,,1,0
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",5,4.40,Spiegel & Grau,Hardcover,152,2015,2015,2021/05/27,2020/06/14,"classics, colonialism, essays, i-vibe-w-the-writing, i-cried, memoir, metaphors, nonfiction, race, recommend, wow","classics (#25), colonialism (#4), essays (#3), i-vibe-w-the-writing (#15), i-cried (#13), memoir (#3), metaphors (#8), nonfiction (#22), race (#10), recommend (#27), wow (#47)",read,,,,1,0
176883,The Politics of Reality: Essays in Feminist Theory,Marilyn Frye,"Frye, Marilyn",,"=""089594099X""","=""9780895940995""",0,4.16,Crossing Press,Paperback,192,1983,1983,,2021/05/27,to-read,to-read (#107),to-read,,,,0,0
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",Jennifer Lee Carrell,"=""0451528824""","=""9780451528827""",0,4.32,Signet,Mass Market Paperback,320,2003,1908,,2021/05/26,"smalll-town-summer, to-read","smalll-town-summer (#11), to-read (#106)",to-read,,,,0,0
50033,Dandelion Wine,Ray Bradbury,"Bradbury, Ray",,"=""0671037706""","=""9780671037703""",0,4.09,Earthlight (UK) ,Paperback,239,2000,1957,,2021/05/26,"smalll-town-summer, to-read","smalll-town-summer (#9), to-read (#105)",to-read,,,,0,0
4473,A Prayer for Owen Meany,John Irving,"Irving, John",,"=""0552135399""","=""9780552135399""",0,4.24,Black Swan,Paperback,637,1990,1989,,2021/05/26,"smalll-town-summer, to-read","smalll-town-summer (#8), to-read (#104)",to-read,,,,0,0
68210,"Gilead (Gilead, #1)",Marilynne Robinson,"Robinson, Marilynne",,"=""031242440X""","=""9780312424404""",0,3.85,Picador ,Paperback,247,2006,2004,,2021/05/26,"smalll-town-summer, to-read","smalll-town-summer (#7), to-read (#103)",to-read,,,,0,0
